sentence,textID,mean_age,mean_leaning,n_coder,morality,emotion,positive,negative,both,care,fairness,loyalty,authority,sanctity,harm,injustice,betrayal,subversion,degradation,general,idk,uncodable,morality_binary,emotion_binary,positive_binary,negative_binary,sent_mixed_binary,care_binary,fairness_binary,loyalty_binary,authority_binary,sanctity_binary,harm_binary,injustice_binary,betrayal_binary,subversion_binary,degradation_binary,general_binary
"Jeg synes, det er ærgerligt, hvis den generelle tro er, at det kun er muligt at få kompensation ved domstolene, og det er også ærgerligt, hvis forbrugeren tror, at den eneste løsning er at lade sig repræsentere ved retshjælpsfirmaer.",da_pa_3816705,44.8,4.8,5,4,2,0,3,1,1,1,1,0,0,3,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"Mange offentlige myndigheder er underbemandet med personale og kompetence, hvilket svækker kontrollen med virksomhedernes udledning af giftige stoffer.",da_ma_9150,44.8,4.8,5,2,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det var en ordning, der blev enighed om i Selvstyrekommissionen, og som jeg finder helt fornuftig og ordentlig.",da_pa_2585863,44.8,4.8,5,2,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det andet er, at jeg synes at høre fru Anne Baastrup i  starten af sit indlæg sige, at det er meget vanskeligt at  lave en international retsorden.",da_pa_846400,44.8,4.8,5,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vi har allerede med genopretningsaftalen taget fat på at håndtere udfordringerne.,da_pa_3073991,44.8,4.8,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derfor er vores erfaringer et utrolig godt billede på,  hvad den fælles valuta kan skabe af grundlag for høj  beskæftigelse og gode økonomiske og sociale vilkår i hele  Europa.",da_pa_522138,44.8,4.8,5,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"For det første følger der med de hverv, som forslaget  omhandler, en række formelle forpligtelser og stærke  kompetencer og beføjelser, forpligtelser, der gør, at et  borgmesterhverv forudsætter daglig virksomhed i kommunen.",da_pa_1069085,44.8,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det med, at jeg nu skylder ikke bare én kvajebajer, men adskillige kvajebajere til hr.",da_pa_2341735,44.8,4.8,5,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Søren  Kolstrup tilsyneladende ikke hørte efter, hvad jeg sagde  indledningsvis.",da_pa_182132,44.8,4.8,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derfor er vi nødt til at fiske med omtanke og omlægge landbruget til økologi, så det kan sameksistere med naturen.",da_ma_6065,44.8,4.8,5,3,2,1,1,1,1,1,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Hvis vi går ud fra, at Danmark laver kreativ bogføring - det mener jeg ikke vi gør i forhold til gældslettelser - så er vi i hvert fald ikke ene om det, for det er anerkendt international praksis i forhold til at opgøre bistanden, at man tager gældslettelserne med.",da_pa_2328034,44.8,4.8,5,5,3,0,2,3,0,2,1,0,1,0,3,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Her bør Folketinget stå sammen om at få de ventelister væk.,da_pa_267762,44.8,4.8,5,3,2,1,0,2,2,3,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Det er jo også derfor, at kritik faktisk gør modellerne bedre, altså at der er nogen, der kan blande sig i debatten og sige: Hey, på den og den måde.",da_pa_4507777,44.8,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derfor har der siden været en tilpasning af økonomien, det anerkender jeg fuldstændig.",da_pa_3883110,44.8,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vi siger, vi godt vil have undersøgt, om der er kørt dobbeltspil.",da_pa_3029837,44.8,4.8,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Og så vil jeg til sidst sige: Jeg er fuldstændig  overbevist om, at det gælder i dansk politik, som det gælder  i europæisk politik: Politik er tilstedeværelse, politik er  deltagelse, politik er argumentation, politik er forhandling.",da_pa_348580,44.8,4.8,5,4,3,2,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Derfor er det vigtigt bare at understrege, at der her er tale om et arrangement, som man efter Fyns Politis anbefalinger fandt en anden lokalitet til, og det kunne lade sig gøre.",da_pa_3597712,44.8,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeg skal bare høre ordføreren: Anerkender ordføreren, at de arbejdspladser, der opstår, ved at man anlægger de kystnære havvindmøller, er midlertidige arbejdspladser og ikke blivende arbejdspladser?",da_pa_4156243,44.8,4.8,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jo, det gør vi såmænd, og jeg  har også stor tillid til det, der sker i menighedsrådene.",da_pa_1150980,44.8,4.8,5,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Med hensyn til den beregnede besvarelse må vi også  spørge, hvad ministeren egentlig har tænkt sig i relation til  de kontrakter, der foreligger med Danmarks Radio og TV 2, og  hvor der er 1 års opsigelsesvarsel, kan dele af besparelsen  jo ikke opnås.",da_pa_638323,44.8,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Et demokratisk samfund bygget på rettigheder.,da_ma_6088,44.8,4.8,5,3,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"For det er det, der giver adgang til privat beskæftigelse, og private arbejdspladser er nu engang et helt afgørende element i en stærkere vækst.",da_pa_3439353,32.4,5.8,5,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Med finansloven for 2015 lykkedes det Enhedslisten at få afskaffet den gensidige forsørgerpligt for samlevende og gennemføre en række forbedringer for unge forsørgere på kontanthjælp.,da_ma_5869,32.4,5.8,5,2,2,1,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Det er skadegørende handlinger, som han foretager på person eller ting, mens han er på arbejde.",da_pa_1831625,32.4,5.8,5,3,3,0,3,0,0,0,0,0,0,3,2,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
"Så ved jeg godt, at man siger: Jamen vil vi ikke have det bedst og billigst i forhold til en given ordre?",da_pa_2332325,32.4,5.8,5,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derfor vil vi gerne støtte det her beslutningsforslag, og vi synes måske, at vi skal prøve at skrive en beretning, hvor den enighed, der alligevel også har været i Folketinget, kan komme frem, så det rent faktisk bliver til noget ude i virkelighedens verden og danskerne kan være tørskoede, når de næste store regnvejr rammer.",da_pa_4410754,32.4,5.8,5,4,5,4,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Troels Lund Poulsen sige: Det bliver der ikke noget af.,da_pa_2285099,32.4,5.8,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Det nuværende  professorsystem er tungt og utidssvarende.,da_pa_228261,32.4,5.8,5,2,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vi er i den socialdemokratiske gruppe tilfredse med, at  Højesteret har blåstemplet videoafhøringer af børn.",da_pa_540559,32.4,5.8,5,4,3,4,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"Epoxy-sagen fra København har klart vist, at det er vigtigt, at arbejdspladserne har talerør i Folketinget.",da_ma_7512,32.4,5.8,5,3,2,3,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
En særlig indsats er nødvendig for at styrke kvindernes beskæftigelsesmuligheder.,da_ma_7603,32.4,5.8,5,3,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Derfor vil jeg kun tilføje dette: Vi ønsker at undersøge, om der er skifergas i Danmark, og vi vil ikke medvirke til at trække efterforskningstilladelserne tilbage.",da_pa_3511559,32.4,5.8,5,4,2,1,1,1,1,1,0,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"I dag er der godt nok som før nogle  rettigheder, der er forbundet med nogle pligter, men det er  først og fremmest en absolut nødvendighed for at kunne gerere  sig som et frit menneske i denne verden, f.eks. have mulighed  for at få et pas og kunne rejse frit rundt i verden, hvilket  i øvrigt som en selvfølge burde være en del af  menneskerettighederne.",da_pa_609861,32.4,5.8,5,4,2,4,0,0,1,3,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Lær mere om  Fremskridtets parti  De har utvivlsomt læst mange utroværdige påstande om Fremskridtspartiet - og dem skal De da heller ikke tro på.,da_ma_35186,32.4,5.8,5,3,1,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det holder hånden under debatten og betyder sådan set ikke, at vi ikke kan debattere f.eks. vanskelige integrationsproblemer.",da_pa_3717365,32.4,5.8,5,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeg beklager meget, hvis jeg har misforstået fru Margrethe  Vestagers spørgsmål og udtalelse, men det tror jeg nu ikke  helt.",da_pa_1311640,32.4,5.8,5,1,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det synes jeg er en forudsigelse, som er meget, meget stærk at kunne komme med.",da_pa_3115268,32.4,5.8,5,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det er over 50 år siden, at den blå betænkning kom frem.",da_pa_3649186,32.4,5.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bjarne Laustsens ordførerindlæg mærke til,  at hr.",da_pa_974606,32.4,5.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gennem uddannelsessystemet er vi med til at give alle borgere de redskaber og muligheder, der gør os i stand til at være aktive og demokratiske samfundsborgere.",da_ma_14059,32.4,5.8,5,3,1,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Det er femte gang, der nu måles, og resultaterne fra de seneste 3 år viser en markant forbedring på alle de indikatorer, som måler, om patienter med apopleksi får den anbefalede behandling hurtigst efter indlæggelsen.",da_pa_2261959,32.4,5.8,5,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"De er jo en naturlig forlængelse af den politireform, der tidligere er lavet, og som blev vedtaget med et bredt flertal i Folketinget.",da_pa_3194425,38.2,4.4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ordføreren har derimod ret i, at vi har vægtet de faglige færdigheder meget højt.",da_pa_3048699,38.2,4.4,5,3,2,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men heller ikke dette var nok!,da_ma_2633,38.2,4.4,5,2,5,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det, der står tilbage, er jo, at Dansk Folkeparti ikke har kunnet fremføre et bevis.",da_pa_1717051,38.2,4.4,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Et mere gennemsigtigt og demokratisk EU Det europæiske samarbejde skal bringes tættere på borgerne.,da_ma_848,38.2,4.4,5,4,0,3,0,0,3,2,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Der peges i debatoplægget på to forskellige  udviklingsmuligheder.,da_pa_241388,38.2,4.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nogle forældre eller pårørende har ventet i årtier på det her, og med det forslag, som er forelagt her, vil vi skabe den her fleksibilitet og forbedre mulighederne for de personer og de forældre med tilknytning til arbejdsmarkedet, som gerne vil passe deres handicappede eller alvorligt syge barn.",da_pa_2483380,38.2,4.4,5,5,3,4,0,1,4,3,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Det er de simpelthen alt for gode til.,da_ma_27031,38.2,4.4,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minimumsstraffe kendes eksempelvis i dag fra straffelovsparagraffen om drab mv.,da_ma_32073,38.2,4.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vi må betale, hvad det koster at deltage i det fælles forsvar.",da_ma_18178,38.2,4.4,5,3,2,1,0,2,0,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Danmarks Radios og TV 2s særstilling ophæves, og de to medier ændres til private aktieselskaber, som indenfor rammerne af offentlige koncessioner pålægges at organisere de kvalitetstilbud, som er nødvendige for at hæve samfundets videnniveau.",da_ma_31935,38.2,4.4,5,2,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De kæmper med psykiske problemer eller får konstateret alvorlige psykiske lidelser.,da_ma_21564,38.2,4.4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Væk skal resterne af den progressive beskatning.,da_ma_8580,38.2,4.4,5,4,2,1,1,1,0,2,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"En række kommunistiske diktatorer har siden garanteret, at disse lande lydigt følger Sovjets udenrigspolitik.",da_ma_18405,38.2,4.4,5,3,1,1,2,0,0,0,1,1,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Et stort flertal i Danmark er modstandere af de 572 nye atomraketter i Europa og ønsker, at der tages initiativer til nedrustning og atomvåbenfrie zoner.",da_ma_4448,38.2,4.4,5,3,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nu står der i regeringsgrundlaget, at lejelovgivningen skal gennemgås, med henblik på at lejere skal have bedre beskyttelse mod urimelige huslejeforhøjelser i forbindelse med moderniseringer, og der vil jeg gerne spørge ministeren, hvilke tanker man har gjort sig i tårnet.",da_pa_3318021,38.2,4.4,5,4,0,1,2,1,1,2,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Og der er ikke nogen tvivl om, at sidste år var – og det her år bliver det formentlig også – et meget, meget kritisk tidspunkt i hele fællesskabets historie.",da_pa_4012156,38.2,4.4,5,2,4,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Torben Hansen nævnte om, at vi ville opfordre til, at man satte sig sammen med de grønne organisationer og branchen, sagde vi for 2 år siden.",da_pa_2633187,39.2,5.2,5,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Når vi alligevel kan tillade os så store skattelettelser, er det, fordi hele indkomstskatteafviklingsplanen over syv år og den massive lettelse af restriktionsbyrder vil indgive en så enorm optimisme til, at dansk og udenlandsk kapital kan investere givtigt i Danmark, at der er råd til at gå så vidt, som Fremskridtspartiet foreslår.",da_ma_34789,39.2,5.2,5,3,4,3,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Derfor er der desværre ikke så mange andre metoder.,da_pa_2791817,39.2,5.2,5,3,2,0,3,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Man har ikke engang formået at lave en  stemmeaftale med sit forligsparti.,da_pa_1066316,39.2,5.2,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det har jeg ingen som helst kritik  af; jeg synes, det er en ordning, som fungerer.",da_pa_145011,39.2,5.2,5,4,3,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lettere at passe børn hjemme  Dansk lovgivning har i mange år - inden for områderne skatter, sociale ydelser og arbejdsmarkedsforhold - stillet forældre, der selv passer deres børn, ringere end de forældre, som benytter offentlig pasning.",da_ma_25467,39.2,5.2,5,4,3,0,3,1,1,0,0,0,0,1,3,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"ARBEJDSMARKEDETS FORHOLD.  - skal ordnes af arbejdsmarkedets parter, men hvis de heller ikke denne gang magter at opfylde kravene om 40 timers arbejdsuge, 4 ugers ferie og ligeløn, så må lovgivningen træde til og gennemføre disse skridt.",da_ma_6744,39.2,5.2,5,5,4,1,2,2,3,3,0,2,0,1,4,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
"Det handler ikke kun om, at nogle få mennesker tjener meget mere end andre.",da_ma_16484,39.2,5.2,5,2,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Højere vækst Den økonomiske vækst i Danmark er gået i stå.,da_ma_114,39.2,5.2,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Niels Helveg  Petersens svar, at for det første erkender man, at der ikke  var ikke noget entydigt FN-mandat til det Herculesfly, som  hr.",da_pa_1170324,39.2,5.2,5,2,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hvis nogen bryder den aftale, som det ser ud til regeringen vil, er det netop regeringen, der bryder en fælles aftale.",da_pa_3046283,39.2,5.2,5,3,2,1,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Så er jeg jo meget interesseret i at høre, hvor meget erhvervs- og vækstministeren vil lægge vægt på skatte- og afgiftslettelser i den her jobskabelsespakke.",da_pa_3440063,39.2,5.2,5,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeg vil gerne spørge ministeren helt direkte: Hvad er forventningen til det her sicilianske tilbud, som hr.",da_pa_2287124,39.2,5.2,5,2,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det er den forkerte vej at gå, fordi det skubber de danskere, der er længst væk fra arbejdsmarkedet, endnu længere væk.",da_ma_17421,39.2,5.2,5,5,4,0,5,0,0,0,0,0,0,4,4,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
"De frygtelige begivenheder i USA den 11.  september demonstrerede til fulde, at når trygheden angribes, kan troen på fremtiden også få et knæk.",da_ma_13395,39.2,5.2,5,3,4,0,3,0,0,0,0,0,0,2,2,1,2,2,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0
For omkring 3 uger siden kontaktede Ombudsmanden Justitsministeriet telefonisk om sagen.,da_pa_3320986,39.2,5.2,5,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Et land af Danmarks størrelse, med dets beliggenhed og folketal, kan ikke forsvares militært i brintbombernes tidsalder.",da_ma_6595,39.2,5.2,5,4,1,0,4,0,0,0,0,0,0,3,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Kommunerne får ansvaret for genoptræning og dermed en stærk tilskyndelse til at udvikle lokale sundhedstilbud.,da_ma_23578,39.2,5.2,5,2,1,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I dag er det kommunerne, der betaler prisen for lange ventelister bl.a. i form af udgifter til sygedagpenge.",da_ma_13495,39.2,5.2,5,3,2,0,3,0,0,0,0,0,0,2,2,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"Senest i finansloven for 2006, hvor  DF fik sikret 1 mia. kroner og en gennemsnitlig pensionsstigning på  12.000 kr. pr år.",da_ma_32903,39.2,5.2,5,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trafikoverflytning fra bilisme til kollektiv trafik sker ikke  ved de lavere billetpriser.,da_pa_496580,44.8,4.8,5,2,1,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Til gengæld mener jeg så, at tiden er løbet fra at regulere størrelsen af de butikstyper, som handler med de særlig pladskrævende varer, altså dem, der kan ligge uden for byerne.",da_pa_2180078,44.8,4.8,5,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Og det er måske en flig, hvor vi bliver lidt uenige om det.",da_pa_2644321,44.8,4.8,5,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hjælp og omsorg, når du har brug for det Du skal føle dig tryg.",da_ma_29991,44.8,4.8,5,3,5,2,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Og problemet er blevet større siden efterlønnen blev udfaset.,da_ma_10770,44.8,4.8,5,2,1,0,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Det betyder, at vi ikke behøver at forringe folkepensionen og afskaffe efterlønnen, som vi kender den.",da_ma_10127,44.8,4.8,5,4,2,3,0,1,3,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"En del af disse er studerende, og nogle er for handicappede til at være på arbejdsmarkedet, men det må konstateres, at samfundet har en stor arbejdskraftreserve, som ved en lavere tilgang til de produktive aldersklasser ikke kan undværes i arbejdslivet.",da_ma_31811,44.8,4.8,5,4,2,3,0,1,3,3,2,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"En årlig realvækst i det offentlige forbrug på 0,5 pct..",da_ma_29649,44.8,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vi har altså for øje, at vi skal gøre tingene bedre.",da_pa_1311538,44.8,4.8,5,4,3,4,0,0,1,2,1,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"• Betalingsbalanceunderskuddet vil være nedbragt med en halv snes mia. kr., hvis arbejdstiden afkortes, og godt det halve, hvis arbejdstiden ikke forkortes.",da_ma_8100,44.8,4.8,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det handler jo ikke bare om, at man kan planlægge sig ud af det.",da_pa_3634489,44.8,4.8,5,2,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Det er jo et spørgsmål, jeg har stillet før, nemlig hvor  meget euroen fortsat skal falde i kurs, før man løsriver  kronen fra euroen, for at den ikke skal blive trukket med  ned.",da_pa_512461,44.8,4.8,5,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ambitionen om at have bredde omkring de enkelte elementer i denne strukturreform er da fortsat en ambition, vi har, og derfor må jeg altså anholde – og det mener jeg virkelig dybtfølt positivt, det her – når fru Margrethe Vestager siger, at det bare bliver sådan en skueproces.",da_pa_1573354,44.8,4.8,5,2,4,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dem, der bliver handlet til det ene, kan også bruges til nogle af de andre former for menneskehandel.",da_pa_2888188,44.8,4.8,5,2,2,0,2,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"Jeg er stærk tilhænger af, at små partier kan indkalde deres suppleanter.",da_pa_4189796,44.8,4.8,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Økonomisk  plan  med  Socialdemokraterne Plads  til  alle  der  vil, Retfærdige  krav  til  integrationen og  Ny  tryghed  i  udsatte boligområder.",da_ma_10141,44.8,4.8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
